ID,SalePrice
1461.0,114194.11665419632
1462.0,163921.95080930108
1463.0,159524.39651257775
1464.0,181776.54269717427
1465.0,226390.37210371406
1466.0,178507.70014505627
1467.0,170503.66220293866
1468.0,170414.68790431772
1469.0,206064.03123400992
1470.0,102986.40563581258
1471.0,209198.58242304067
1472.0,122421.68302613395
1473.0,105508.17729470483
1474.0,172762.72695923664
1475.0,151009.8265869753
1476.0,324641.43254027155
1477.0,267359.1852147961
1478.0,300239.67657612415
1479.0,285050.53134250524
1480.0,382006.8589857805
1481.0,300018.220999122
1482.0,232709.92993714262
1483.0,181360.03736581412
1484.0,191811.33052152247
1485.0,177702.22352800195
1486.0,207921.22132500334
1487.0,311510.1385447617
1488.0,271306.9470652172
1489.0,200786.491813419
1490.0,193467.58275524943
1491.0,205003.67919526316
1492.0,112651.07393811469
1493.0,185580.96711270275
1494.0,290831.32583389897
1495.0,289646.8042915758
1496.0,218186.52945020059
1497.0,207744.4380262491
1498.0,178050.5491025014
1499.0,178050.5491025014
1500.0,156031.0944899686
1501.0,172128.97962780474
1502.0,170963.7018580848
1503.0,264705.3844087409
1504.0,242771.62130615013
1505.0,219830.87202595684
1506.0,220243.4487723648
1507.0,233922.3658004082
1508.0,206436.1874011126
1509.0,176614.19754920606
1510.0,151891.17682349973
1511.0,150401.73548840583
1512.0,172834.6766279435
1513.0,177199.48298927376
1514.0,149114.38938843258
1515.0,200679.99068694914
1516.0,175275.28019840588
1517.0,147639.38398650958
1518.0,180663.69508740198
1519.0,219303.98798974798
1520.0,126549.13739101362
1521.0,131263.57341049035
1522.0,190080.9337734141
1523.0,101092.09894111875
1524.0,114706.20551369712
1525.0,113870.56513552828
1526.0,114438.19523408046
1527.0,100269.6745695773
1528.0,143126.2011165442
1529.0,147590.05165515665
1530.0,186755.4408420944
1531.0,118812.85810729946
1532.0,90600.81984681493
1533.0,161301.66521165243
1534.0,144029.00897144643
1535.0,143078.26011418042
1536.0,126894.76348222734
1537.0,51231.64759581111
1538.0,208637.31416689776
1539.0,241991.75138509102
1540.0,144537.39878594215
1541.0,172522.3202205792
1542.0,142816.09080644205
1543.0,212585.98737742417
1544.0,73432.58034155704
1545.0,132159.08743122482
1546.0,154883.9776967257
1547.0,129410.3483873881
1548.0,150772.79845237892
1549.0,123954.38844854877
1550.0,155486.15342920972
1551.0,146003.12631319184
1552.0,150423.1194268818
1553.0,136264.2051774527
1554.0,141197.19046273927
1555.0,158920.34099256436
1556.0,114147.27040818235
1557.0,118749.8528759213
1558.0,122597.72695960657
1559.0,100839.39254352075
1560.0,159026.66025295338
1561.0,133226.94669410062
1562.0,108761.77682487736
1563.0,105516.76993364366
1564.0,162159.8611782447
1565.0,144946.11639571647
1566.0,218635.5028581382
1567.0,89448.55802568173
1568.0,204683.62626049234
1569.0,96848.77374962924
1570.0,134754.2895520513
1571.0,106304.77967102558
1572.0,129560.91894165761
1573.0,220653.2791406587
1574.0,155499.63120644944
1575.0,214452.79855358592
1576.0,231201.80087905013
1577.0,200167.81501043364
1578.0,167438.23663421828
1579.0,130589.62637405237
1580.0,208307.29960232295
1581.0,117905.08734509279
1582.0,125499.70153780354
1583.0,299153.675331836
1584.0,232410.8871757477
1585.0,146042.9221921157
1586.0,21526.013023269275
1587.0,96750.74506885256
1588.0,130884.45091352801
1589.0,108321.92562651137
1590.0,144598.47005875196
1591.0,68802.9155826226
1592.0,131315.89692977854
1593.0,146319.2437997403
1594.0,112091.50243698395
1595.0,120770.7728187716
1596.0,228270.5670934697
1597.0,186374.22383228605
1598.0,191978.43717180044
1599.0,207993.87886363428
1600.0,220189.65568981753
1601.0,7820.455732991337
1602.0,137497.94884159445
1603.0,83163.48357857944
1604.0,252114.86739195258
1605.0,266252.28402485466
1606.0,177830.31715141013
1607.0,237264.87723631345
1608.0,225734.6673717275
1609.0,198153.01493966978
1610.0,133577.11496279092
1611.0,148791.7675050486
1612.0,168527.81157149604
1613.0,163103.25214867748
1614.0,111096.46642394835
1615.0,61748.69681829575
1616.0,61748.69681829575
1617.0,82073.98361781638
1618.0,107026.82223218135
1619.0,122487.6841603358
1620.0,205006.6306141135
1621.0,136275.326403875
1622.0,131948.13261184667
1623.0,260853.4730731387
1624.0,199239.3924818573
1625.0,133744.75461526198
1626.0,190955.63658805875
1627.0,182533.78226892542
1628.0,279174.26757994876
1629.0,188499.67089344145
1630.0,309354.2619484954
1631.0,239007.0427997537
1632.0,255737.13131140612
1633.0,177987.07335537198
1634.0,183506.43422872733
1635.0,170328.51104772833
1636.0,171182.98434034313
1637.0,179915.21427830876
1638.0,222560.8410418755
1639.0,200295.3678331089
1640.0,254587.90177168205
1641.0,192937.84596820603
1642.0,219079.03709930854
1643.0,246387.09645752402
1644.0,240679.94436562926
1645.0,180450.9536073107
1646.0,167461.5518478638
1647.0,195868.42371898124
1648.0,147854.54732015246
1649.0,119882.39085167903
1650.0,102420.88283104313
1651.0,102420.88283104313
1652.0,122421.68302613395
1653.0,122781.36822540415
1654.0,175158.06052884835
1655.0,185268.5841044394
1656.0,172762.72695923664
1657.0,175158.06052884835
1658.0,172762.72695923664
1659.0,151564.34126918353
1660.0,138224.3917690417
1661.0,349289.33319842897
1662.0,334752.6855005153
1663.0,326517.1070230976
1664.0,395043.56234904076
1665.0,304605.78168531205
1666.0,285901.9689165179
1667.0,304899.3342288763
1668.0,306393.6028216446
1669.0,286620.89186208823
1670.0,309118.4298463147
1671.0,239436.08880205106
1672.0,358283.7306673144
1673.0,287963.44490888284
1674.0,271738.5047849424
1675.0,184681.2752313627
1676.0,182937.63887336294
1677.0,208006.06917010873
1678.0,385754.17783547926
1679.0,313082.37044321594
1680.0,296728.5240036285
1681.0,263305.09194380103
1682.0,277268.3449999145
1683.0,211634.79283898856
1684.0,191675.22588632183
1685.0,170122.8243926087
1686.0,196752.91291114953
1687.0,177702.22352800195
1688.0,204173.31904798423
1689.0,201914.57296864878
1690.0,194909.56320747992
1691.0,185883.39116142518
1692.0,263081.5104913224
1693.0,177702.22352800195
1694.0,172695.46411893624
1695.0,180115.80505207382
1696.0,262444.78006682475
1697.0,180265.67388510305
1698.0,313013.3510163375
1699.0,303708.5369517391
1700.0,232129.29133544976
1701.0,265881.14570746955
1702.0,280147.698061035
1703.0,272299.087142608
1704.0,278672.66161600023
1705.0,237102.62172470233
1706.0,358742.39834681456
1707.0,214689.42774575858
1708.0,213616.2223756487
1709.0,291634.3756383603
1710.0,239250.53812892354
1711.0,257065.30232844557
1712.0,267632.9357305757
1713.0,249845.32162112513
1714.0,224217.7039065519
1715.0,206318.3514789877
1716.0,199287.80348312654
1717.0,192220.19095826687
1718.0,130573.39343832788
1719.0,211631.13181477264
1720.0,264650.30227088474
1721.0,191604.2034423081
1722.0,103751.59683975423
1723.0,144462.1179720072
1724.0,235644.39947082577
1725.0,228606.89284979252
1726.0,184690.41940734585
1727.0,183629.6144527277
1728.0,197669.52950755085
1729.0,165214.00069819068
1730.0,167383.09022260053
1731.0,131924.40338117635
1732.0,128329.8793614498
1733.0,107914.6712621116
1734.0,117285.18945949693
1735.0,109362.78454161837
1736.0,108643.41414307797
1737.0,302023.19940451416
1738.0,214173.20118963867
1739.0,299127.6868697065
1740.0,213023.3884670456
1741.0,176081.67535823965
1742.0,172128.97962780474
1743.0,192102.40498580018
1744.0,259015.22685693923
1745.0,237314.03742756016
1746.0,251909.97807082869
1747.0,224652.702711314
1748.0,227286.89723843834
1749.0,158277.12668552724
1750.0,155933.1090411435
1751.0,235023.04413529582
1752.0,105996.35019933726
1753.0,175965.77125176703
1754.0,232820.45018061556
1755.0,179329.92494156343
1756.0,101939.66692521432
1757.0,105936.40266612556
1758.0,148218.51181719478
1759.0,168893.76282631632
1760.0,159673.9451593343
1761.0,156773.62949998278
1762.0,176888.72678372948
1763.0,187721.3599114931
1764.0,113358.66798262234
1765.0,209934.11371884352
1766.0,192389.3449775064
1767.0,200837.68981643984
1768.0,127062.83421673608
1769.0,205465.339665413
1770.0,138503.8051182274
1771.0,130848.15526557394
1772.0,144836.09042969428
1773.0,106979.48215814773
1774.0,198806.51918115778
1775.0,143970.98207034823
1776.0,128069.90675186875
1777.0,99671.75995827562
1778.0,117105.51429558097
1779.0,98869.97855691542
1780.0,194142.3882405771
1781.0,129831.1544947578
1782.0,54344.14101451999
1783.0,143395.8290417959
1784.0,75374.63165082145
1785.0,120348.71811096033
1786.0,180732.02695070926
1787.0,200096.25465172957
1788.0,-10643.068939422534
1789.0,120783.65316960655
1790.0,45780.528360525816
1791.0,254790.0527990602
1792.0,168469.18799183916
1793.0,161127.24295795604
1794.0,154551.85446148636
1795.0,147312.71088048036
1796.0,120958.26272892981
1797.0,163888.63387206357
1798.0,118803.48252320068
1799.0,95165.0330112571
1800.0,109043.01030427963
1801.0,108249.87090978888
1802.0,176758.860117225
1803.0,186183.46500042072
1804.0,131500.9022275491
1805.0,142220.4418377564
1806.0,150611.49153979286
1807.0,195658.27613899417
1808.0,124275.93775528911
1809.0,100060.01063937208
1810.0,147909.4938135462
1811.0,89658.57526830642
1812.0,108469.30281464726
1813.0,122979.6640230116
1814.0,97883.01813093104
1815.0,-2232.7124093182065
1816.0,95131.03797939856
1817.0,126665.31527768445
1818.0,181136.12385240747
1819.0,139974.6088874935
1820.0,52254.113643169665
1821.0,157867.5257039296
1822.0,191091.57500067007
1823.0,16198.140446981939
1824.0,157472.6784676929
1825.0,122951.89131089175
1826.0,105908.63812395945
1827.0,113878.02213717421
1828.0,138721.46330721065
1829.0,198588.26522066127
1830.0,194188.79236437517
1831.0,192337.36743738168
1832.0,145176.86092674365
1833.0,171139.1104299318
1834.0,143109.0294379634
1835.0,180325.01150683776
1836.0,175677.95777779756
1837.0,62732.46586352284
1838.0,147628.5050450774
1839.0,64793.112725318846
1840.0,110105.34302735416
1841.0,126374.79885265909
1842.0,106808.26963871671
1843.0,125221.26534435031
1844.0,143252.16799927285
1845.0,136692.40250354598
1846.0,168367.55838103496
1847.0,157176.8742938992
1848.0,-20818.926478013032
1849.0,97025.76468948316
1850.0,121857.06378307933
1851.0,158289.1929956151
1852.0,121720.31036639406
1853.0,118974.89594770485
1854.0,185764.55025888837
1855.0,159403.5136704225
1856.0,221954.46358346226
1857.0,149047.8754782882
1858.0,160343.11672932422
1859.0,125679.24271199916
1860.0,150241.69883643897
1861.0,124731.0499703995
1862.0,301107.0067253659
1863.0,301107.0067253659
1864.0,301107.0067253659
1865.0,301176.83366668096
1866.0,303603.531970975
1867.0,262283.7745223341
1868.0,267885.6054529428
1869.0,205649.84206364807
1870.0,245064.52279248266
1871.0,263600.9846128563
1872.0,166649.39214463244
1873.0,228950.82794018977
1874.0,117223.6482346417
1875.0,216834.0773586158
1876.0,189408.5609011552
1877.0,215599.69000712797
1878.0,220010.7146255919
1879.0,109637.81667552787
1880.0,127707.69545137021
1881.0,252885.58650224263
1882.0,259786.0412761174
1883.0,209114.42161401003
1884.0,219434.34735937932
1885.0,242259.55859839855
1886.0,266947.12427610403
1887.0,213015.92922346413
1888.0,270036.2842321623
1889.0,162573.8151658898
1890.0,102802.8352937696
1891.0,148005.76007049673
1892.0,83431.77176608928
1893.0,132552.27387335792
1894.0,145420.35090726984
1895.0,144812.10192470276
1896.0,119429.86321065211
1897.0,121494.43495831406
1898.0,135231.31065228404
1899.0,161907.93798047802
1900.0,159246.7776143781
1901.0,153514.03110889904
1902.0,136138.65055873376
1903.0,241869.127987512
1904.0,125487.7579635325
1905.0,199364.34691552198
1906.0,140392.81896986472
1907.0,208201.19491665167
1908.0,144233.5167004079
1909.0,154259.1700175358
1910.0,154259.1700175358
1911.0,187636.3021261577
1912.0,266355.39621102123
1913.0,178992.66098775304
1914.0,59173.591804268915
1915.0,251618.1929491733
1916.0,5881.389532596804
1917.0,272415.4414816854
1918.0,133993.7427107305
1919.0,170132.23008469914
1920.0,181037.35466371637
1921.0,330701.010204714
1922.0,298351.439619552
1923.0,202021.87205029672
1924.0,223710.32064679198
1925.0,222827.30490127558
1926.0,323773.7998981911
1927.0,117714.23662289648
1928.0,158159.7680620232
1929.0,101332.14306422614
1930.0,126329.55560317478
1931.0,127531.09947671232
1932.0,134797.40598562246
1933.0,161455.76064153438
1934.0,181776.54269717427
1935.0,167679.69225285106
1936.0,181806.5164637801
1937.0,181589.0229465499
1938.0,160724.06225836338
1939.0,255866.09313301698
1940.0,226390.37210371406
1941.0,183061.2508935569
1942.0,182722.41739690214
1943.0,229942.15310691085
1944.0,294216.20296226325
1945.0,313082.2867278741
1946.0,198279.71395297823
1947.0,282494.47682531306
1948.0,198092.4436413287
1949.0,232892.24051335876
1950.0,202720.5072399676
1951.0,260908.77802571518
1952.0,240581.88546806903
1953.0,173476.103780777
1954.0,218809.34433157128
1955.0,139316.90747933026
1956.0,318551.64667760115
1957.0,190870.1657026304
1958.0,290972.0063835704
1959.0,165534.67378220655
1960.0,87385.03767779097
1961.0,125991.92556619356
1962.0,122421.68302613395
1963.0,123740.52875679132
1964.0,116951.85799781751
1965.0,173062.4646252951
1966.0,185207.02190533825
1967.0,270721.16914268804
1968.0,330646.4221288278
1969.0,318497.94532191416
1970.0,351971.4832805048
1971.0,390808.1624278459
1972.0,322871.35460149485
1973.0,269282.65114200755
1974.0,287453.87888015027
1975.0,383731.6710460851
1976.0,268473.1437313345
1977.0,311155.1494114003
1978.0,322459.98763768014
1979.0,314503.56073883607
1980.0,208917.24489312244
1981.0,310982.70810452197
1982.0,231630.40268568447
1983.0,231630.40268568447
1984.0,201369.18757994808
1985.0,232624.44814129922
1986.0,237522.00922925558
1987.0,196060.29634869055
1988.0,172569.67140795328
1989.0,206650.89076820776
1990.0,218840.42473670226
1991.0,208006.06917010873
1992.0,218899.54353928196
1993.0,189413.46613564462
1994.0,238660.76876343708
1995.0,204149.32780238203
1996.0,262855.2600816572
1997.0,314514.6673890165
1998.0,301802.4362227315
1999.0,233638.91490829238
2000.0,297556.21206367493
2001.0,256375.9117649259
2002.0,242913.0530203754
2003.0,274518.4404029357
2004.0,263631.85130315623
2005.0,239299.25167002386
2006.0,234139.2974439384
2007.0,272812.0827640854
2008.0,197579.29878659316
2009.0,184019.6878825749
2010.0,205209.2809739386
2011.0,131829.3665219232
2012.0,193756.7002370523
2013.0,177521.97050650525
2014.0,183880.8211738903
2015.0,204933.27407136533
2016.0,184228.43043553762
2017.0,208849.07039135174
2018.0,115941.09815193841
2019.0,107614.93359605313
2020.0,107857.3026763302
2021.0,105456.82240043196
2022.0,190000.690644237
2023.0,162408.50788706334
2024.0,228449.17175374101
2025.0,334301.4773424567
2026.0,199760.8357199121
2027.0,154479.506367351
2028.0,189964.41661463588
2029.0,173354.29422588853
2030.0,275507.12825844437
2031.0,252762.32637637612
2032.0,261459.7662473366
2033.0,270096.6765918416
2034.0,188789.35706552104
2035.0,212366.91275736163
2036.0,229339.26032391403
2037.0,230244.353395441
2038.0,317055.7898272689
2039.0,222649.6110374209
2040.0,334280.2137657325
2041.0,248395.80650185226
2042.0,215097.63851245985
2043.0,190258.62860106086
2044.0,213323.36195992786
2045.0,229017.84663828075
2046.0,180836.39798562127
2047.0,146200.01283903886
2048.0,130098.49821905504
2049.0,189824.91052068557
2050.0,204993.35130270125
2051.0,85192.02094994322
2052.0,142588.7575591416
2053.0,124042.69528510352
2054.0,67138.5086916236
2055.0,164640.00476181338
2056.0,116675.0426764309
2057.0,118703.84257453706
2058.0,203955.72055812142
2059.0,128747.4126557342
2060.0,145159.498783519
2061.0,194312.86998812188
2062.0,124806.79050672892
2063.0,101260.61032755731
2064.0,148168.80021586636
2065.0,130754.5376771972
2066.0,193058.4023295424
2067.0,118026.32753677637
2068.0,195538.67114064892
2069.0,57214.91270050933
2070.0,114749.67902410345
2071.0,68180.25216331024
2072.0,197252.92155723544
2073.0,132170.03476391107
2074.0,205018.65828017562
2075.0,146933.35255669424
2076.0,126878.49480167261
2077.0,134942.62500835015
2078.0,117844.08616498974
2079.0,166261.43229764837
2080.0,136476.0122451586
2081.0,146023.7897512743
2082.0,154433.80480130692
2083.0,152802.36034490386
2084.0,103684.50174954146
2085.0,123968.81451548028
2086.0,120416.35775287054
2087.0,140551.37030600786
2088.0,121979.82813755496
2089.0,90971.97696670858
2090.0,150836.2205454474
2091.0,92065.00126805008
2092.0,132578.39612774874
2093.0,144664.04150331728
2094.0,141511.06979597986
2095.0,178608.29616628287
2096.0,94037.14659409664
2097.0,89050.33525054858
2098.0,175021.6550270282
2099.0,1294.9070265147311
2100.0,56538.54268325705
2101.0,154476.6863665299
2102.0,170647.6932408466
2103.0,96586.04262006917
2104.0,190650.575500817
2105.0,105428.70033433507
2106.0,57869.097618942906
2107.0,253743.35593039644
2108.0,114802.09502091614
2109.0,92389.08987537879
