ID,SalePrice
1461,114194
1462,163921
1463,159524
1464,181776
1465,226390
1466,178507
1467,170503
1468,170414
1469,206064
1470,102986
1471,209198
1472,122421
1473,105508
1474,172762
1475,151009
1476,324641
1477,267359
1478,300239
1479,285050
1480,382006
1481,300018
1482,232709
1483,181360
1484,191811
1485,177702
1486,207921
1487,311510
1488,271306
1489,200786
1490,193467
1491,205003
1492,112651
1493,185580
1494,290831
1495,289646
1496,218186
1497,207744
1498,178050
1499,178050
1500,156031
1501,172128
1502,170963
1503,264705
1504,242771
1505,219830
1506,220243
1507,233922
1508,206436
1509,176614
1510,151891
1511,150401
1512,172834
1513,177199
1514,149114
1515,200679
1516,175275
1517,147639
1518,180663
1519,219303
1520,126549
1521,131263
1522,190080
1523,101092
1524,114706
1525,113870
1526,114438
1527,100269
1528,143126
1529,147590
1530,186755
1531,118812
1532,90600
1533,161301
1534,144029
1535,143078
1536,126894
1537,51231
1538,208637
1539,241991
1540,144537
1541,172522
1542,142816
1543,212585
1544,73432
1545,132159
1546,154883
1547,129410
1548,150772
1549,123954
1550,155486
1551,146003
1552,150423
1553,136264
1554,141197
1555,158920
1556,114147
1557,118749
1558,122597
1559,100839
1560,159026
1561,133226
1562,108761
1563,105516
1564,162159
1565,144946
1566,218635
1567,89448
1568,204683
1569,96848
1570,134754
1571,106304
1572,129560
1573,220653
1574,155499
1575,214452
1576,231201
1577,200167
1578,167438
1579,130589
1580,208307
1581,117905
1582,125499
1583,299153
1584,232410
1585,146042
1586,21526
1587,96750
1588,130884
1589,108321
1590,144598
1591,68802
1592,131315
1593,146319
1594,112091
1595,120770
1596,228270
1597,186374
1598,191978
1599,207993
1600,220189
1601,7820
1602,137497
1603,83163
1604,252114
1605,266252
1606,177830
1607,237264
1608,225734
1609,198153
1610,133577
1611,148791
1612,168527
1613,163103
1614,111096
1615,61748
1616,61748
1617,82073
1618,107026
1619,122487
1620,205006
1621,136275
1622,131948
1623,260853
1624,199239
1625,133744
1626,190955
1627,182533
1628,279174
1629,188499
1630,309354
1631,239007
1632,255737
1633,177987
1634,183506
1635,170328
1636,171182
1637,179915
1638,222560
1639,200295
1640,254587
1641,192937
1642,219079
1643,246387
1644,240679
1645,180450
1646,167461
1647,195868
1648,147854
1649,119882
1650,102420
1651,102420
1652,122421
1653,122781
1654,175158
1655,185268
1656,172762
1657,175158
1658,172762
1659,151564
1660,138224
1661,349289
1662,334752
1663,326517
1664,395043
1665,304605
1666,285901
1667,304899
1668,306393
1669,286620
1670,309118
1671,239436
1672,358283
1673,287963
1674,271738
1675,184681
1676,182937
1677,208006
1678,385754
1679,313082
1680,296728
1681,263305
1682,277268
1683,211634
1684,191675
1685,170122
1686,196752
1687,177702
1688,204173
1689,201914
1690,194909
1691,185883
1692,263081
1693,177702
1694,172695
1695,180115
1696,262444
1697,180265
1698,313013
1699,303708
1700,232129
1701,265881
1702,280147
1703,272299
1704,278672
1705,237102
1706,358742
1707,214689
1708,213616
1709,291634
1710,239250
1711,257065
1712,267632
1713,249845
1714,224217
1715,206318
1716,199287
1717,192220
1718,130573
1719,211631
1720,264650
1721,191604
1722,103751
1723,144462
1724,235644
1725,228606
1726,184690
1727,183629
1728,197669
1729,165214
1730,167383
1731,131924
1732,128329
1733,107914
1734,117285
1735,109362
1736,108643
1737,302023
1738,214173
1739,299127
1740,213023
1741,176081
1742,172128
1743,192102
1744,259015
1745,237314
1746,251909
1747,224652
1748,227286
1749,158277
1750,155933
1751,235023
1752,105996
1753,175965
1754,232820
1755,179329
1756,101939
1757,105936
1758,148218
1759,168893
1760,159673
1761,156773
1762,176888
1763,187721
1764,113358
1765,209934
1766,192389
1767,200837
1768,127062
1769,205465
1770,138503
1771,130848
1772,144836
1773,106979
1774,198806
1775,143970
1776,128069
1777,99671
1778,117105
1779,98869
1780,194142
1781,129831
1782,54344
1783,143395
1784,75374
1785,120348
1786,180732
1787,200096
1788,-10643
1789,120783
1790,45780
1791,254790
1792,168469
1793,161127
1794,154551
1795,147312
1796,120958
1797,163888
1798,118803
1799,95165
1800,109043
1801,108249
1802,176758
1803,186183
1804,131500
1805,142220
1806,150611
1807,195658
1808,124275
1809,100060
1810,147909
1811,89658
1812,108469
1813,122979
1814,97883
1815,-2232
1816,95131
1817,126665
1818,181136
1819,139974
1820,52254
1821,157867
1822,191091
1823,16198
1824,157472
1825,122951
1826,105908
1827,113878
1828,138721
1829,198588
1830,194188
1831,192337
1832,145176
1833,171139
1834,143109
1835,180325
1836,175677
1837,62732
1838,147628
1839,64793
1840,110105
1841,126374
1842,106808
1843,125221
1844,143252
1845,136692
1846,168367
1847,157176
1848,-20818
1849,97025
1850,121857
1851,158289
1852,121720
1853,118974
1854,185764
1855,159403
1856,221954
1857,149047
1858,160343
1859,125679
1860,150241
1861,124731
1862,301107
1863,301107
1864,301107
1865,301176
1866,303603
1867,262283
1868,267885
1869,205649
1870,245064
1871,263600
1872,166649
1873,228950
1874,117223
1875,216834
1876,189408
1877,215599
1878,220010
1879,109637
1880,127707
1881,252885
1882,259786
1883,209114
1884,219434
1885,242259
1886,266947
1887,213015
1888,270036
1889,162573
1890,102802
1891,148005
1892,83431
1893,132552
1894,145420
1895,144812
1896,119429
1897,121494
1898,135231
1899,161907
1900,159246
1901,153514
1902,136138
1903,241869
1904,125487
1905,199364
1906,140392
1907,208201
1908,144233
1909,154259
1910,154259
1911,187636
1912,266355
1913,178992
1914,59173
1915,251618
1916,5881
1917,272415
1918,133993
1919,170132
1920,181037
1921,330701
1922,298351
1923,202021
1924,223710
1925,222827
1926,323773
1927,117714
1928,158159
1929,101332
1930,126329
1931,127531
1932,134797
1933,161455
1934,181776
1935,167679
1936,181806
1937,181589
1938,160724
1939,255866
1940,226390
1941,183061
1942,182722
1943,229942
1944,294216
1945,313082
1946,198279
1947,282494
1948,198092
1949,232892
1950,202720
1951,260908
1952,240581
1953,173476
1954,218809
1955,139316
1956,318551
1957,190870
1958,290972
1959,165534
1960,87385
1961,125991
1962,122421
1963,123740
1964,116951
1965,173062
1966,185207
1967,270721
1968,330646
1969,318497
1970,351971
1971,390808
1972,322871
1973,269282
1974,287453
1975,383731
1976,268473
1977,311155
1978,322459
1979,314503
1980,208917
1981,310982
1982,231630
1983,231630
1984,201369
1985,232624
1986,237522
1987,196060
1988,172569
1989,206650
1990,218840
1991,208006
1992,218899
1993,189413
1994,238660
1995,204149
1996,262855
1997,314514
1998,301802
1999,233638
2000,297556
2001,256375
2002,242913
2003,274518
2004,263631
2005,239299
2006,234139
2007,272812
2008,197579
2009,184019
2010,205209
2011,131829
2012,193756
2013,177521
2014,183880
2015,204933
2016,184228
2017,208849
2018,115941
2019,107614
2020,107857
2021,105456
2022,190000
2023,162408
2024,228449
2025,334301
2026,199760
2027,154479
2028,189964
2029,173354
2030,275507
2031,252762
2032,261459
2033,270096
2034,188789
2035,212366
2036,229339
2037,230244
2038,317055
2039,222649
2040,334280
2041,248395
2042,215097
2043,190258
2044,213323
2045,229017
2046,180836
2047,146200
2048,130098
2049,189824
2050,204993
2051,85192
